dgp,noise,shift_family,method,severity,coverage_mean,coverage_sd,coverage_gap_mean,coverage_deficit_mean,width_mean,interval_score_mean,infinite_fraction_mean,ess_ratio_mean,weight_cv_mean,max_normalized_weight_mean,shift_auc_mean,mmd2_mean,log_weight_rmse_mean,log_weight_mae_mean,log_weight_corr_mean,est_to_oracle_ess_ratio_mean,coverage_se,coverage_ci95_low,coverage_ci95_high
linear,gaussian,tail_mixture,Estimated-WCP-Sensitivity,1.0,0.9050933333333333,0.00905336414261852,0.008399999999999951,0.0016533333333333265,3.3388777685626687,4.142067821789894,0.003999999999999957,0.9380110778179825,0.2556866659879874,0.0034217835525702433,0.5685095866666666,0.009395952413954613,0.2086507746532451,0.15341495349363926,0.5572869048900206,8.761950664197334,0.0016529105874068606,0.9017127516041739,0.9084739150624928
linear,gaussian,tail_mixture,Estimated-WCP-Sensitivity,1.5,0.9047066666666667,0.008911323030892752,0.008066666666666604,0.0016799999999999933,3.3500441086750268,4.1520349637598875,0.00773333333333329,0.9277323768308255,0.2783987662033333,0.0037203390191030998,0.6059243733333334,0.01700501553297547,0.23605230207814157,0.18115994053135687,0.6308055459621581,16.043608678874406,0.0016269775470784222,0.9013791239602975,0.9080342093730358
linear,gaussian,tail_mixture,Estimated-WCP-Sensitivity,2.0,0.9078666666666667,0.010001563096227321,0.00975999999999996,0.0009466666666666667,3.3640717567810623,4.135160390339495,0.015626666666666608,0.9158875722028321,0.30182212746041254,0.004009965991588463,0.6392996533333334,0.026927714864414327,0.2685794322515964,0.2130734276881269,0.6895523420750814,24.21577308016779,0.0018260272393716386,0.9041320216293621,0.9116013117039713
linear,gaussian,tail_mixture,Oracle-WCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,0.0,0.0,1.0,1.0,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,tail_mixture,Oracle-WCP-Ridge,0.5,0.9033599999999999,0.009535183487376172,0.008053333333333286,0.0023466666666666566,3.308567420682917,4.155610762392757,0.036599999999999966,0.7123647094962773,0.9323287443773357,0.02937670199351105,,0.00555953160454093,0.0,0.0,1.0,1.0,0.0017408783619955685,0.8997995039706992,0.9069204960293007
linear,gaussian,tail_mixture,Oracle-WCP-Ridge,1.0,0.9087866666666666,0.010991398936200653,0.012146666666666596,0.0016799999999999966,3.3005431634814912,4.1373705180766125,0.07834666666666663,0.5550721759119088,1.7904385538463445,0.05535392514910868,,0.009395952413954613,0.0,0.0,1.0,1.0,0.002006745711965128,0.9046824108523328,0.9128909224810005
linear,gaussian,tail_mixture,Oracle-WCP-Ridge,1.5,0.90952,0.013648756416763332,0.013146666666666619,0.00181333333333333,3.2879629275127593,4.14905806628178,0.12251999999999996,0.4359362678096709,2.6000593422511553,0.07973029584931096,,0.01700501553297547,0.0,0.0,1.0,1.0,0.002491910590451553,0.904423470594864,0.9146165294051359
linear,gaussian,tail_mixture,Oracle-WCP-Ridge,2.0,0.9147200000000001,0.016662623877491792,0.017759999999999956,0.0015199999999999968,3.2872786906732556,4.140404048907858,0.16698666666666664,0.3411510655514559,3.3794588556213205,0.10306665938023564,,0.026927714864414327,0.0,0.0,1.0,1.0,0.0030421649883088176,0.9084980739896527,0.9209419260103475
linear,gaussian,tail_mixture,SCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,tail_mixture,SCP-Ridge,0.5,0.9007866666666667,0.008991940196962327,0.007506666666666626,0.0033599999999999897,3.31718167462183,4.155642899599595,0.0,1.0,0.0,0.001,,0.00555953160454093,,,,,0.0016416961605379044,0.8974290210157592,0.9041443123175743
linear,gaussian,tail_mixture,SCP-Ridge,1.0,0.9029466666666667,0.00931856631467091,0.00793333333333328,0.0024933333333333296,3.31718167462183,4.140331420932141,0.0,1.0,0.0,0.001,,0.009395952413954613,,,,,0.0017013296580510138,0.8994670568189812,0.9064262765143521
linear,gaussian,tail_mixture,SCP-Ridge,1.5,0.9013466666666666,0.00923769389543447,0.007799999999999949,0.0032266666666666602,3.31718167462183,4.144345604848771,0.0,1.0,0.0,0.001,,0.01700501553297547,,,,,0.0016865644419524093,0.8978972550766186,0.9047960782567147
linear,gaussian,tail_mixture,SCP-Ridge,2.0,0.90192,0.009969553650991596,0.00791999999999997,0.0029999999999999897,3.31718167462183,4.131795443640931,0.0,1.0,0.0,0.001,,0.026927714864414327,,,,,0.0018201831409686946,0.8981973074859807,0.9056426925140194
linear,gaussian,variance,CQR-GBR,0.0,0.9002533333333333,0.010793859471887286,0.00934666666666662,0.004546666666666654,4.455768170812781,5.550571092848654,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0019706801050978218,0.8962228399672261,0.9042838266994406
linear,gaussian,variance,CQR-GBR,0.5,0.8874533333333333,0.011694730122738113,0.013613333333333304,0.01307999999999998,4.649813599569688,6.0272900171721595,0.0,1.0,0.0,0.001,,0.006125511936332373,,,,,0.0021351558307196082,0.8830864493377731,0.8918202173288935
linear,gaussian,variance,CQR-GBR,1.0,0.8689733333333333,0.011861584860477056,0.03102666666666665,0.03102666666666665,4.874451549482499,6.749018982674176,0.0,1.0,0.0,0.001,,0.014238092206104992,,,,,0.0021656191986150174,0.8645441447547542,0.8734025219119124
linear,gaussian,variance,CQR-GBR,1.5,0.8444400000000001,0.014346394476758208,0.05555999999999998,0.05555999999999998,5.120885376947045,7.792981220450195,0.0,1.0,0.0,0.001,,0.0290593298606695,,,,,0.002619281291262665,0.8390829682620261,0.849797031737974
linear,gaussian,variance,CQR-GBR,2.0,0.80672,0.01927410984571863,0.09327999999999997,0.09327999999999997,5.377736932052398,9.477196173917084,0.0,1.0,0.0,0.001,,0.04553013866477241,,,,,0.0035189549127775037,0.7995229291030589,0.8139170708969411
linear,gaussian,variance,Estimated-WCP-Primary,0.0,0.90064,0.008601266947575105,0.0068533333333332695,0.0031066666666666565,3.318802671581787,4.1479436559517,0.0,0.9550426617368609,0.212110043700626,0.00265061216472908,0.5020142266666666,0.0037278638262534633,0.20425659742420135,0.148286609088915,,0.9550426617368609,0.0015703693101034968,0.8974282341378809,0.9038517658621191
linear,gaussian,variance,Estimated-WCP-Primary,0.5,0.9022133333333334,0.009750958691446642,0.007866666666666624,0.00282666666666665,3.3311452578259733,4.154073227761955,0.0,0.716209380588675,0.6326581687079097,0.01038426617790774,0.5937641333333333,0.006125511936332373,0.18546005399459511,0.13729287004392055,0.8878007620027941,0.8878245249134944,0.0017802733442021275,0.8985722655186725,0.9058544011479943
linear,gaussian,variance,Estimated-WCP-Primary,1.0,0.9064266666666666,0.015468743419829074,0.01351999999999993,0.0035466666666666433,3.367009475593798,4.164313413515298,0.0030666666666666065,0.33781570369031744,1.580719557581042,0.033185630950022825,0.6954105466666667,0.014238092206104992,0.18546021289722953,0.13989999648400034,0.9611525841248646,1.022811855979407,0.002824193235766663,0.900650542945766,0.9122027903875672
linear,gaussian,variance,Estimated-WCP-Primary,1.5,0.9069466666666667,0.019077911642621632,0.01686666666666661,0.0049599999999999905,3.369463447832587,4.171512396673995,0.03481333333333328,0.1451615683635264,3.0449721638831933,0.0743281131287677,0.7815961066666667,0.0290593298606695,0.19611792572675774,0.15248631850012326,0.9770050523312422,1.2238880212575376,0.003483134185584768,0.899822857382783,0.9140704759505504
linear,gaussian,variance,Estimated-WCP-Primary,2.0,0.9170533333333334,0.024443372041958723,0.02390666666666662,0.003426666666666667,3.403338250715804,4.205398684635763,0.12227999999999996,0.09026095894194526,4.1765679590604305,0.10677899039919313,0.8496737466666667,0.04553013866477241,0.27247703875966234,0.23734698434251061,0.9844901514069486,1.8437701262759105,0.004462728749623969,0.9079260282098046,0.9261806384568622
linear,gaussian,variance,Estimated-WCP-Sensitivity,0.0,0.9007733333333333,0.008710474603377942,0.0070666666666666066,0.0031466666666666566,3.3194514326491595,4.148007276453345,0.0,0.9690246847633374,0.1751418066479559,0.0022519885607745066,0.50201148,0.0037278638262534633,0.170928821625497,0.1240107258453747,,0.9690246847633373,0.0015903078089486546,0.8975207886623564,0.9040258780043102
linear,gaussian,variance,Estimated-WCP-Sensitivity,0.5,0.9024133333333334,0.009542056936253986,0.007613333333333277,0.0025999999999999834,3.331337713227162,4.154014512806447,0.0,0.8254645351121587,0.4580253178246337,0.0068262602093265195,0.5939825866666666,0.006125511936332373,0.1610058113583343,0.12046268987968639,0.890581487536915,1.0238957382041325,0.0017421332763283143,0.898850270716041,0.9059763959506258
linear,gaussian,variance,Estimated-WCP-Sensitivity,1.0,0.9056666666666667,0.011497086087602684,0.010893333333333283,0.00261333333333333,3.3518504298468006,4.154478023406481,0.0007733333333332967,0.5716419458024694,0.8862044071457666,0.01547925086877081,0.69593212,0.014238092206104992,0.22577323856529483,0.19094725297988843,0.964807095597499,1.8323990727853625,0.002099071131919602,0.9013735841667198,0.9099597491666137
linear,gaussian,variance,Estimated-WCP-Sensitivity,1.5,0.907,0.013663846078435328,0.013053333333333287,0.0030266666666666567,3.374006965598748,4.153798840229688,0.009453333333333303,0.4230394455375199,1.2265412738546122,0.024372312992958063,0.7821648,0.0290593298606695,0.4459387569392429,0.3986918359565166,0.9808347389325761,4.917003720054329,0.0024946655731458442,0.9018978360225942,0.9121021639774058
linear,gaussian,variance,Estimated-WCP-Sensitivity,2.0,0.9144266666666667,0.011850998308983965,0.01573333333333327,0.0006533333333333301,3.4201846569740453,4.158433520299829,0.03935999999999995,0.42004602983626504,1.221598251872012,0.023811675098234984,0.8501289466666666,0.04553013866477241,0.809545829230494,0.7386441351430826,0.9879033437802754,14.477777949969864,0.0021636863675953653,0.9100014311713822,0.9188519021619512
linear,gaussian,variance,Oracle-WCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,0.0,0.0,1.0,1.0,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,variance,Oracle-WCP-Ridge,0.5,0.9035333333333334,0.009525621830850083,0.008173333333333284,0.0023199999999999866,3.3409393886989185,4.15413166675805,0.0,0.8076475069741621,0.48729902597913793,0.007201039167498184,,0.006125511936332373,0.0,0.0,1.0,1.0,0.0017391326503400834,0.8999764076852571,0.9070902589814097
linear,gaussian,variance,Oracle-WCP-Ridge,1.0,0.9058933333333333,0.01325731895019225,0.01205333333333328,0.0030799999999999933,3.3592406264978787,4.159376765593792,0.0025733333333332934,0.36094078075044617,1.4551457308678235,0.031213621802178942,,0.014238092206104992,0.0,0.0,1.0,1.0,0.002420444213687001,0.9009429690803721,0.9108436975862946
linear,gaussian,variance,Oracle-WCP-Ridge,1.5,0.9093066666666666,0.019664197000593762,0.016533333333333268,0.003613333333333317,3.3896360699454067,4.177945695685216,0.037666666666666626,0.14023134284335206,3.299287851252766,0.08473607473861891,,0.0290593298606695,0.0,0.0,1.0,1.0,0.003590174757483544,0.9019639348322247,0.9166493985011085
linear,gaussian,variance,Oracle-WCP-Ridge,2.0,0.9157066666666667,0.025780812610361498,0.02346666666666661,0.0038799999999999963,3.383455840786289,4.210293057298286,0.13707999999999998,0.06620590159460502,5.69945409505175,0.15727434582054353,,0.04553013866477241,0.0,0.0,1.0,1.0,0.004706910872502879,0.9060799530273471,0.9253333803059862
linear,gaussian,variance,SCP-Ridge,0.0,0.90064,0.009125999236739258,0.0075999999999999505,0.00347999999999999,3.31718167462183,4.148106089443117,0.0,1.0,0.0,0.001,,0.0037278638262534633,,,,,0.0016661718805790068,0.8972322958809518,0.9040477041190482
linear,gaussian,variance,SCP-Ridge,0.5,0.9012266666666666,0.008809357616148625,0.00735999999999996,0.0030666666666666564,3.31718167462183,4.152589750958225,0.0,1.0,0.0,0.001,,0.006125511936332373,,,,,0.0016083612944981795,0.8979371984719,0.9045161348614332
linear,gaussian,variance,SCP-Ridge,1.0,0.9025333333333333,0.010726613160036012,0.008826666666666623,0.0031466666666666596,3.31718167462183,4.1510416047754735,0.0,1.0,0.0,0.001,,0.014238092206104992,,,,,0.0019584026644611655,0.8985279501527457,0.9065387165139209
linear,gaussian,variance,SCP-Ridge,1.5,0.9013866666666667,0.01057295617596377,0.008853333333333284,0.0037333333333333264,3.31718167462183,4.142389767512767,0.0,1.0,0.0,0.001,,0.0290593298606695,,,,,0.0019303488656963056,0.8974386599468873,0.905334673386446
linear,gaussian,variance,SCP-Ridge,2.0,0.9021333333333333,0.009857093833913436,0.007653333333333277,0.0027599999999999903,3.31718167462183,4.131776639313009,0.0,1.0,0.0,0.001,,0.04553013866477241,,,,,0.00179965088142649,0.8984526340051496,0.905814032661517
linear,heteroscedastic,mean,CQR-GBR,0.0,0.9024266666666667,0.01153007860526884,0.009999999999999946,0.00378666666666666,4.168598704436725,5.253496045524272,0.0,1.0,0.0,0.001,,0.0034966608571724233,,,,,0.002105094713971149,0.8981212645581561,0.9067320687751773
linear,heteroscedastic,mean,CQR-GBR,0.5,0.9030666666666666,0.012863348985642778,0.011013333333333273,0.003973333333333327,4.211769889717554,5.317540206144736,0.0,1.0,0.0,0.001,,0.017415314816064842,,,,,0.0023485154681659156,0.8982634132161664,0.9078699201171667
linear,heteroscedastic,mean,CQR-GBR,1.0,0.9014933333333333,0.011828630763834244,0.009653333333333272,0.004079999999999977,4.366653178522831,5.596808842767887,0.0,1.0,0.0,0.001,,0.05577736624633782,,,,,0.0021596026312505263,0.8970764500166719,0.9059102166499946
linear,heteroscedastic,mean,CQR-GBR,1.5,0.89564,0.016642397042203536,0.014066666666666627,0.009213333333333323,4.617586661249848,6.088371086725293,0.0,1.0,0.0,0.001,,0.11909299456684441,,,,,0.003038472090324044,0.8894256268140763,0.9018543731859237
linear,heteroscedastic,mean,CQR-GBR,2.0,0.89004,0.01755459660798179,0.016733333333333305,0.013346666666666646,4.946064878384778,6.670069495423994,0.0,1.0,0.0,0.001,,0.19275755206233738,,,,,0.0032050161833650998,0.8834850058982667,0.8965949941017334
linear,heteroscedastic,mean,Estimated-WCP-Primary,0.0,0.9003333333333333,0.013074253017056978,0.009453333333333284,0.004559999999999996,3.093282137543321,4.240861962223928,0.0,0.9569650806247386,0.20840311984402957,0.002543121023300353,0.49916745333333334,0.0034966608571724233,0.1990040572221131,0.1453210044045727,,0.9569650806247386,0.002387021099990694,0.8954513270232362,0.9052153396434305
linear,heteroscedastic,mean,Estimated-WCP-Primary,0.5,0.9006133333333334,0.016616645857098523,0.012453333333333304,0.0059199999999999964,3.1155471728254884,4.26104351211795,0.0,0.7264529622718325,0.6142077271004959,0.006263488706504417,0.6298076933333333,0.017415314816064842,0.21347639754504327,0.1555021672685391,0.920502100543329,0.9353578044591988,0.0030337705886692087,0.8944085757979567,0.90681809086871
linear,heteroscedastic,mean,Estimated-WCP-Primary,1.0,0.8974,0.025346536184491245,0.018599999999999967,0.01059999999999999,3.227804240672585,4.466988180601837,0.00027999999999997,0.32492144994025757,1.489433544571303,0.022872256565689423,0.75773364,0.05577736624633782,0.23884558933878136,0.17662859352701366,0.9735923087808199,0.883106975653563,0.00462762320762226,0.8879354478431497,0.9068645521568502
linear,heteroscedastic,mean,Estimated-WCP-Primary,1.5,0.8962533333333333,0.04130685618412629,0.03342666666666662,0.018586666666666654,3.436367122125228,4.7591820191072856,0.018279999999999963,0.0949631675662273,3.6740817108988924,0.0804436135562265,0.8535109599999999,0.11909299456684441,0.3453605049323205,0.25830906241859436,0.9788874470376375,0.6910229499229797,0.007541565637222579,0.8808290997439964,0.9116775669226703
linear,heteroscedastic,mean,Estimated-WCP-Primary,2.0,0.89576,0.059433240438037,0.04927999999999996,0.026759999999999992,3.6137388544198163,5.14808070793259,0.12109333333333332,0.02969545777346758,7.652366371255622,0.19723427907163357,0.9199610933333333,0.19275755206233738,0.5744697798752789,0.43212319793378495,0.9755844123765093,0.5481164476964806,0.010850975484513695,0.8735672632930174,0.9179527367069826
linear,heteroscedastic,mean,Estimated-WCP-Sensitivity,0.0,0.9001466666666667,0.012574076598257617,0.009159999999999934,0.004506666666666649,3.0918901260047424,4.2397188056766275,0.0,0.9702650865476943,0.17233917914005809,0.0021760460411694967,0.49909133333333333,0.0034966608571724233,0.16684450409353807,0.12177457950928465,,0.9702650865476943,0.002295701797554507,0.8954514293008109,0.9048419040325224
linear,heteroscedastic,mean,Estimated-WCP-Sensitivity,0.5,0.9002800000000001,0.01522761556718807,0.011319999999999953,0.005519999999999981,3.1099403134991,4.259333521399833,0.0,0.7951575630054987,0.5069247864449685,0.00513723691051472,0.6301723333333334,0.017415314816064842,0.19912616070565925,0.14562238785781392,0.9205772039075166,1.023824974607789,0.0027801695143885767,0.8945939148990188,0.9059660851009813
linear,heteroscedastic,mean,Estimated-WCP-Sensitivity,1.0,0.8952933333333333,0.02158075345163441,0.01657333333333331,0.010639999999999993,3.1910262523420707,4.456350631627059,0.00021333333333330666,0.39326653063111283,1.2816050616250765,0.020757526232179697,0.7581784533333333,0.05577736624633782,0.37975275477420084,0.2675072635280892,0.9646454655735572,1.0643590992122571,0.003940088491139214,0.8872349475586294,0.9033517191080371
linear,heteroscedastic,mean,Estimated-WCP-Sensitivity,1.5,0.8935466666666667,0.03743334060040257,0.029999999999999954,0.01822666666666665,3.3729020778059766,4.730698831123646,0.018559999999999945,0.1217201141452616,3.3353035789017977,0.0765967962529404,0.8541991733333333,0.11909299456684441,0.7863620399424114,0.5387885655167879,0.9508385410891151,0.8525794920807397,0.006834361683204822,0.8795688275671203,0.9075245057662131
linear,heteroscedastic,mean,Estimated-WCP-Sensitivity,2.0,0.8969199999999999,0.05129045350442569,0.040946666666666624,0.022013333333333322,3.5212248570479088,5.028784090401388,0.10490666666666665,0.04934654019668393,6.1993372865765695,0.15992887433520128,0.9206741866666666,0.19275755206233738,1.4195376183268957,1.0013469652549778,0.9255616228690324,0.8608648587299381,0.009364312789681282,0.8777678299043414,0.9160721700956584
linear,heteroscedastic,mean,Oracle-WCP-Ridge,0.0,0.8998933333333333,0.010690857626103232,0.00789333333333328,0.003999999999999993,3.0889824867448707,4.2372804215786015,0.0,1.0,0.0,0.001,,0.0034966608571724233,0.0,0.0,1.0,1.0,0.0019518746269642903,0.8959013014885392,0.9038853651781275
linear,heteroscedastic,mean,Oracle-WCP-Ridge,0.5,0.9000666666666667,0.014428356499073886,0.010839999999999945,0.005386666666666647,3.104667570142916,4.258131896585743,0.0,0.7767297406478696,0.5361046204560483,0.0046634759492365395,,0.017415314816064842,0.0,0.0,1.0,1.0,0.0026342454407563445,0.8946790298065789,0.9054543035267545
linear,heteroscedastic,mean,Oracle-WCP-Ridge,1.0,0.89604,0.020032346256784916,0.01494666666666664,0.009453333333333322,3.197217806251793,4.4548110850754,1.333333333333e-05,0.36761578011705215,1.323422068234531,0.017386324751355074,,0.05577736624633782,0.0,0.0,1.0,1.0,0.003657389308198425,0.8885597989740533,0.9035202010259465
linear,heteroscedastic,mean,Oracle-WCP-Ridge,1.5,0.8962,0.035231294865943216,0.026866666666666605,0.015333333333333317,3.4163104423011394,4.725659755690755,0.008666666666666626,0.13072759881822466,2.7435395227380877,0.05095090893693148,,0.11909299456684441,0.0,0.0,1.0,1.0,0.006432324976064349,0.8830444182911227,0.9093555817088773
linear,heteroscedastic,mean,Oracle-WCP-Ridge,2.0,0.9039333333333333,0.047417160674557285,0.03793333333333329,0.01699999999999999,3.6375888197540425,5.02253910402365,0.08914666666666661,0.04912611794003981,5.07449967590652,0.11503339101092987,,0.19275755206233738,0.0,0.0,1.0,1.0,0.008657149504767302,0.8862274745498088,0.9216391921168577
linear,heteroscedastic,mean,SCP-Ridge,0.0,0.8998933333333333,0.010690857626103232,0.00789333333333328,0.003999999999999993,3.0889824867448707,4.2372804215786015,0.0,1.0,0.0,0.001,,0.0034966608571724233,,,,,0.0019518746269642903,0.8959013014885392,0.9038853651781275
linear,heteroscedastic,mean,SCP-Ridge,0.5,0.8991866666666667,0.011007951149316898,0.007959999999999953,0.004386666666666653,3.0889824867448707,4.253881922266911,0.0,1.0,0.0,0.001,,0.017415314816064842,,,,,0.0020097677187985944,0.8950762301543784,0.903297103178955
linear,heteroscedastic,mean,SCP-Ridge,1.0,0.8877333333333334,0.01101589238588828,0.013173333333333311,0.012719999999999983,3.0889824867448707,4.455219107235886,0.0,1.0,0.0,0.001,,0.05577736624633782,,,,,0.0020112175836001383,0.8836199315145759,0.8918467351520909
linear,heteroscedastic,mean,SCP-Ridge,1.5,0.87124,0.011651183157324298,0.028759999999999966,0.028759999999999966,3.0889824867448707,4.743466012866422,0.0,1.0,0.0,0.001,,0.11909299456684441,,,,,0.0021272052789635936,0.8668893767085625,0.8755906232914376
linear,heteroscedastic,mean,SCP-Ridge,2.0,0.8519733333333334,0.011561617036805315,0.048026666666666655,0.048026666666666655,3.0889824867448707,5.138976270256027,0.0,1.0,0.0,0.001,,0.19275755206233738,,,,,0.0021108528174314358,0.8476561545809432,0.8562905120857235
linear,heteroscedastic,mixture,CQR-GBR,0.0,0.9024266666666667,0.01153007860526884,0.009999999999999946,0.00378666666666666,4.168598704436725,5.253496045524272,0.0,1.0,0.0,0.001,,0.0034966608571724233,,,,,0.002105094713971149,0.8981212645581561,0.9067320687751773
linear,heteroscedastic,mixture,CQR-GBR,0.5,0.9012533333333334,0.010674227205600482,0.00890666666666662,0.0038266666666666566,4.288076510974946,5.499795813134825,0.0,1.0,0.0,0.001,,0.006443177240479107,,,,,0.0019488383414809063,0.8972675113896119,0.9052391552770548
linear,heteroscedastic,mixture,CQR-GBR,1.0,0.8968266666666668,0.013181359182006124,0.01117333333333329,0.007173333333333313,4.407803100260687,5.7470821913299766,0.0,1.0,0.0,0.001,,0.015616599558429572,,,,,0.0024065759208541995,0.8919046662572929,0.9017486670760406
linear,heteroscedastic,mixture,CQR-GBR,1.5,0.8972666666666667,0.012167150045507185,0.010093333333333284,0.006413333333333316,4.522675393750268,5.905265132172404,0.0,1.0,0.0,0.001,,0.029346894234398554,,,,,0.002221407513491431,0.8927233781728177,0.9018099551605157
linear,heteroscedastic,mixture,CQR-GBR,2.0,0.895,0.01526438270321946,0.012813333333333298,0.008906666666666656,4.638669019201772,6.156493928298925,0.0,1.0,0.0,0.001,,0.049950375142034695,,,,,0.0027868822443149945,0.8893001858247936,0.9006998141752064
linear,heteroscedastic,mixture,Estimated-WCP-Primary,0.0,0.9003333333333333,0.013074253017056978,0.009453333333333284,0.004559999999999996,3.093282137543321,4.240861962223928,0.0,0.9569650806247386,0.20840311984402957,0.002543121023300353,0.49916745333333334,0.0034966608571724233,0.1990040572221131,0.1453210044045727,,0.9569650806247386,0.002387021099990694,0.8954513270232362,0.9052153396434305
linear,heteroscedastic,mixture,Estimated-WCP-Primary,0.5,0.89652,0.015253680166461137,0.01185333333333329,0.00766666666666666,3.1395466372595338,4.390014655792071,0.00025333333333330666,0.838028068592697,0.4365910835719928,0.00682765286152831,0.5434093333333333,0.006443177240479107,0.24243826320498926,0.17567450543598404,0.6127383360749926,1.9582618249115051,0.002784928237379974,0.8908241822176981,0.9022158177823019
linear,heteroscedastic,mixture,Estimated-WCP-Primary,1.0,0.8964266666666667,0.017166103997028025,0.013493333333333283,0.008533333333333313,3.201177180049256,4.498866253069273,0.0036533333333333,0.6422875337914589,0.7640060045294642,0.01387156731854644,0.5916357066666666,0.015616599558429572,0.2655393014383969,0.1968820457848891,0.7540044276174528,3.1136698237477773,0.003134087461217281,0.8900167380899487,0.9028365952433847
linear,heteroscedastic,mixture,Estimated-WCP-Primary,1.5,0.89732,0.02076260564340247,0.015453333333333284,0.009066666666666652,3.268486191326955,4.572600708890016,0.014426666666666607,0.4686292804115641,1.13284756735807,0.023900173096052094,0.6339070133333333,0.029346894234398554,0.2943908539444411,0.22113629396084467,0.8046410116175173,3.7220854384609856,0.003790715821158532,0.8895671156376652,0.9050728843623348
linear,heteroscedastic,mixture,Estimated-WCP-Primary,2.0,0.8954533333333333,0.024225488619439132,0.018066666666666623,0.011306666666666658,3.2890334031255484,4.655897572084209,0.03326666666666663,0.316907859962323,1.7878636671922832,0.04012261123041148,0.6815408266666666,0.049950375142034695,0.30896731572359537,0.23315455921462566,0.8510922546665036,2.927116218794796,0.004422948861150499,0.8864073872168713,0.9044992794497954
linear,heteroscedastic,mixture,Estimated-WCP-Sensitivity,0.0,0.9001466666666667,0.012574076598257617,0.009159999999999934,0.004506666666666649,3.0918901260047424,4.2397188056766275,0.0,0.9702650865476943,0.17233917914005809,0.0021760460411694967,0.49909133333333333,0.0034966608571724233,0.16684450409353807,0.12177457950928465,,0.9702650865476943,0.002295701797554507,0.8954514293008109,0.9048419040325224
linear,heteroscedastic,mixture,Estimated-WCP-Sensitivity,0.5,0.8955466666666666,0.01484029308506321,0.011599999999999961,0.008026666666666647,3.130231612854208,4.391882136122425,9.333333333331666e-05,0.887545373234697,0.35269292814192965,0.00536192817179743,0.5437726,0.006443177240479107,0.20769278927472942,0.14675349222685666,0.6350003057086296,2.1000303741099366,0.0027094544275590173,0.8900052101574152,0.901088123175918
linear,heteroscedastic,mixture,Estimated-WCP-Sensitivity,1.0,0.8941733333333333,0.015246637466109979,0.012573333333333287,0.00919999999999998,3.178168688868981,4.506430448316171,0.0016933333333332967,0.7443200687758842,0.5881653847201392,0.010089559200882491,0.5918626266666667,0.015616599558429572,0.2313454213624197,0.16786053579199828,0.7748701770784021,3.9122119201908636,0.002783642422097281,0.8884801453385618,0.8998665213281047
linear,heteroscedastic,mixture,Estimated-WCP-Sensitivity,1.5,0.8928666666666667,0.018053432825410495,0.01435999999999996,0.010746666666666653,3.2219166387767797,4.590413350597836,0.007626666666666617,0.607488738236815,0.8218302873105546,0.015992622147254908,0.6346647066666667,0.029346894234398554,0.26510753092302747,0.19891228011726808,0.8272963819519225,5.4806468255108705,0.0032960907996271846,0.8861254040601083,0.8996079292732251
linear,heteroscedastic,mixture,Estimated-WCP-Sensitivity,2.0,0.891,0.020691427510294992,0.01619999999999996,0.012599999999999976,3.257431225015066,4.6867153900262215,0.01915999999999996,0.45591831791521137,1.2072424436596905,0.024997911600911072,0.6823949333333333,0.049950375142034695,0.2936499057575635,0.22833396979374346,0.8713306012288641,4.993354069272608,0.0037777205314571747,0.8832736939893705,0.8987263060106295
linear,heteroscedastic,mixture,Oracle-WCP-Ridge,0.0,0.8998933333333333,0.010690857626103232,0.00789333333333328,0.003999999999999993,3.0889824867448707,4.2372804215786015,0.0,1.0,0.0,0.001,,0.0034966608571724233,0.0,0.0,1.0,1.0,0.0019518746269642903,0.8959013014885392,0.9038853651781275
linear,heteroscedastic,mixture,Oracle-WCP-Ridge,0.5,0.8982,0.014387638372263688,0.010226666666666627,0.006013333333333313,3.1360669230152416,4.360889040383837,0.0062799999999999636,0.6336108109201567,0.9199315884120034,0.024891718036602225,,0.006443177240479107,0.0,0.0,1.0,1.0,0.0026268113619052442,0.8928275675383405,0.9035724324616595
linear,heteroscedastic,mixture,Oracle-WCP-Ridge,1.0,0.8980933333333333,0.022353815277738696,0.016466666666666633,0.009186666666666654,3.19744577916474,4.461131657420508,0.020573333333333287,0.37207618223134115,1.785728034515001,0.04715052464387859,,0.015616599558429572,0.0,0.0,1.0,1.0,0.004081229624640364,0.8897462815286687,0.9064403851379979
linear,heteroscedastic,mixture,Oracle-WCP-Ridge,1.5,0.8978400000000001,0.02790241121702812,0.019759999999999948,0.010959999999999982,3.2374021586207733,4.536335310543463,0.040919999999999956,0.22734831075018738,2.6131390755365747,0.0682278643277173,,0.029346894234398554,0.0,0.0,1.0,1.0,0.005094260010783825,0.8874210684212137,0.9082589315787865
